id;charaName;unitName;rarity;weapon;element;hp;mp;atk;def;crit;swordSkills;battleSkills;specialSkills;upgradedStats
26055;Tiese;[Trainee Filled With Devotion];6;Sword;Fire;14089;273;4493;2789;2880;SS1: Vorpal Strike|SS2: Storm Slash|SS3: Flaming Onslaught;;;
26057;Yuuki;[Powerful Apprentice Swordsman];6;Sword;Void;14036;275;4502;2731;2730;SS1: Vorpal Strike|SS2: Sharp Nail|SS3: Swift Flying Slash;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: LS: Non-elem. Characters' Attack +5% every 10 combos (max.: +20%);Sword Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Burns Lv1|Sls Enhance Lv4|Enhance Ss 3 1 Lv1|Emergency Heal Large Lv1|Assist Effect Lv5;
26058;Asuna;[Flash of Light Among the Flowers];6;Sword;Earth;14157;275;4396;2742;3156;SS1: Vorpal Strike|SS2: Storm Slash|SS3: Marigold Strike;BS1: Skill Damage +50% & Required MP -30% (during Acceleration Skill)|BS2: MP & Atk. +15%|BS3: LS: Earth-elem. Characters' Attack +5% every 10 combos (max.: +20%);Sword Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Darkness Lv1|Sls Enhance Lv4|Enhance Acceleration Lv2|Assist Effect Lv10;
26059;Leafa;[Justice];6;Sword;Holy;14103;275;4498;2747;2820;SS1: Vorpal Strike|SS2: Storm Slash|SS3: Scales of Judgment;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: LS: Holy-elem. Characters' Attack +5% every 10 combos (max.: +20%);Sword Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Poison Lv1|Sls Enhance Lv4|Enhance Ss 3 1 Lv2|Assist Effect Lv5;
26060;Eydis;[Knight of the Abyss];6;Sword;Dark;14063;255;4408;2721;3189;SS1: Vorpal Strike|SS2: Vertical Square|SS3: Carving Shadow Bloodlust;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: LS: Attack +15%, MP +5% (Dark-elem. in Party) ;Sword Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Poison Lv1|Sls Enhance Lv4|Enhance Ss 3 1 Lv2|Assist Effect Lv10;
26061;Yuna;[Song For You];6;Sword;Dark;14116;275;4424;2667;3276;SS1: Vorpal Strike|SS2: Vertical Square|SS3: Enhanced Moment;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: LS: Dark-elem. Characters' Attack +5% every 10 combos (max.: +20%);Sword Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Critical With Skill Lv1|Cancel Paralysis Lv1|Sls Enhance Lv4|Enhance Ss 3 1 Lv1|Assist Effect Lv10;
26062;Leafa;[Wind Caressing the Earth];6;Sword;Wind;14077;275;4461;2680;3009;SS1: Vorpal Strike|SS2: Vertical Square|SS3: Sword of Belief;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: LS: Wind-elem. Characters' Attack +5% every 10 combos (max.: +20%);Sword Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel No Hp Recovery Lv1|Sls Enhance Lv4|Enhance Ss 3 1 Lv2|Assist Effect Lv10;
26067;Alice;[Steel Blade of Resolution];6;Sword;Void;14143;275;4440;2654;3039;SS1: Vorpal Strike|SS2: Sharp Nail|SS3: Hunter's Attack;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: LS: Non-elem. Characters' Attack +5% every 10 combos (max.: +20%);Sword Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Darkness Lv1|Sls Enhance Lv4|Enhance Ss 3 1 Lv2|Assist Effect Lv10;
26069;Leafa;[Sylph Against the World Tree];6;Sword;Wind;13942;275;4485;2629;3039;SS1: Vorpal Strike|SS2: Vertical Square|SS3: Fly to Freedom;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: LS: Party members' Attack +4% every 10 combos (max.: +20%);Sword Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Assist Effect Lv10|Cancel Slow Lv1;
26070;Alice;[Fragrant Olive Knight With Pride];6;Sword;Earth;14023;275;4461;2791;3141;SS1: Vorpal Strike|SS2: Storm Slash|SS3: Fragrant Olive Vow;BS1: Crit. Damage +10% (vs. Water)|BS2: MP & Atk. +15%|BS3: LS: Party members' Attack +4% every 10 combos (max.: +20%);Sword Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Assist Effect Lv10|Cancel Slow Lv1;
34001;Kirito;[Black Swordsman];4;Dual Blades;Void;9311;208;3192;1881;2844;SS1: Double Circular|SS2: Final Revolution|SS3: Starburst Stream;BS1: Crit. +3%|BS2: MP +6%|BS3: Atk. +10%;Dual Blades Lv10|Bs Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv1|Battle Healing Hp Lv1|Bs Lv1;hp: 9873|mp: 208|atk: 3383|def: 1994|crit: 3015
34002;Kirito;[Skill Connect];4;Dual Blades;Water;10299;200;2999;2129;2834;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Skill Connect;BS1: Def +3%|BS2: Atk. +6%|BS3: HP +10%;Dual Blades Lv10|Enhance Ss 3 2 Lv1|Combo Time Lv1|Emergency Mp Lv1|Bs Lv2|Bs Lv2;hp: 10922|mp: 200|atk: 3180|def: 2257|crit: 3003
34003;Kirito;[Bloodbond];4;Dual Blades;Dark;9406;208;3607;1861;2789;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Bloody Fang;BS1: Holy Resistance|BS2: MP +10%|BS3: Atk +12%;Assist Effect Lv5;
34004;Kirito;[Concealed Dualblades];4;Dual Blades;Void;10926;219;3532;1895;2873;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Raging Cross;BS1: Damage Up (vs. Non-elem.)|BS2: Switch Skill Damage Up (vs. Non-elem.)|BS3: Atk +12%;Dual Blades Lv10|Combo Time Lv1|Skill Damage Lv2|Mp Recovery Parry Lv1|Slot Skill Icon2 Job 2 Lv5;hp: 11588|mp: 219|atk: 3745|def: 2009|crit: 3045
34005;Kirito;[Fantastic Gift];4;Dual Blades;Holy;12066;218;3573;1804;2970;SS1: Double Circular|SS2: Final Revolution|SS3: Riot Light;BS1: Darkness Resistance|BS2: HP +10%|BS3: Atk +12%;Dual Blades Lv5|Bs Lv2|Combo Time Lv1|Assist Effect Lv5;
34007;Kirito;【本物の黒】;4;Dual Blades;Void;11117;221;3588;2223;2677;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Nightmare Rain;BS1: Damage Up (vs. Non-elem.)|BS2: MP +10%|BS3: Atk +12%;Dual Blades Lv10|Combo Time Lv1|Battle Healing Hp Lv1|Bs Lv2|Slot Skill Icon Connect Damage Lv2;hp: 0|mp: 0|atk: 0|def: 0|crit: 0
34008;Kirito;[Tropical Beach Boy];4;Dual Blades;Dark;9957;241;3527;1586;3054;SS1: Double Circular|SS2: Final Revolution|SS3: Summer Moments;BS1: Crit. Damage +10% (vs. Non-elem.)|BS2: MP +12%|BS3: Atk +15%;Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv1|Holy Resistance Lv2|Bs Lv1;hp: 10560|mp: 241|atk: 3738|def: 1681|crit: 3237
34009;Kirito;[Lofty Captain];4;Dual Blades;Water;10869;216;3737;1901;2900;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Buccaneer Fountain;BS1: Crit. Damage +10% (vs. Fire)|BS2: Combo Window Up|BS3: MP & Atk. +10%;Dual Blades Lv5|Skill Damage Lv2|Emergency Mp Lv1;
35001;Kirito;[The Will - Transcending the System];5;Dual Blades;Void;10361;239;4035;2071;3037;SS1: Double Circular|SS2: Final Revolution|SS3: Starburst Galaxy;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv2|Emergency Hp Mp Lv2|Sls Enhance Lv4;hp: 10651|mp: 239|atk: 4221|def: 2127|crit: 3124
35002;Kirito;[Offer Lifeblood];5;Dual Blades;Dark;10102;237;4136;2112;3067;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Knight Blaze Hollow;BS1: Crit. Damage +10% (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Holy Resistance Lv2;
35003;Kirito;[365 Days];5;Dual Blades;Void;9064;208;3409;1729;2789;SS1: Double Circular|SS2: Final Revolution|SS3: Raging Fall;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +6%|BS3: P-Members' Attack +3% (P-Leader);Dual Blades Lv10|Combo Time Lv1|Combo Damage Lv2;
35004;Kirito;[Guide In Snow];5;Dual Blades;Water;11139;244;4083;1884;3192;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: White Cleave;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv2|Emergency Mp Lv1|Sls Enhance Lv4;hp: 11450|mp: 244|atk: 4271|def: 1936|crit: 3283
35006;Kirito;[The King of Poker];5;Dual Blades;Fire;10413;245;4116;2040;3006;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: King's Blaze;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv2|Emergency Hp Lv2;
35008;Kirito;[Masked Swordsman];5;Dual Blades;Dark;10879;242;4188;2174;3255;SS1: Double Circular|SS2: Kogahazan|SS3: Majin Rengokusatsu;BS1: Crit. Damage +10% (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;hp: 11183|mp: 242|atk: 4382|def: 2234|crit: 3349
35009;Kirito;[Orgulous God];5;Dual Blades;Earth;10859;245;4116;2025;2982;SS1: Double Circular|SS2: Final Revolution|SS3: Ancient Javelin;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Assist Effect Lv5;
36001;Kirito;[Ultrafast Dualblades];6;Dual Blades;Void;10941;267;4235;2185;3307;SS1: Double Circular|SS2: Final Revolution|SS3: Luminous Sword Surface;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +10%|BS3: 30+ Combo: P-Mem' Attack +10% (P-Leader);Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1|Assist Effect Lv5;
36002;Yoshitsugu;[Happy 2nd Anniversary];6;Dual Blades;Wind;10569;240;3650;2029;2885;SS1: Double Circular|SS2: Final Revolution|SS3: Zombie Menace;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv2|Combo Damage Lv2;
36003;Kirito;[Gilded Hero];6;Dual Blades;Dark;10448;262;4434;2337;3274;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Break the Breach;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
36004;Kirito;[To the World's Core];6;Dual Blades;Dark;10678;275;4799;2123;3274;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Over The Despair;BS1: Crit. Damage +10% (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1;
36005;Kirito;[My Hero];6;Dual Blades;Void;11247;273;4650;2112;3063;SS1: Double Circular|SS2: Final Revolution|SS3: Crimson Rose Stream;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: 30+ Combo: (Non-elem. Characters) Attack +15% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
36006;Kirito;[A Duty To Honor];6;Dual Blades;Dark;11006;276;4812;2079;3185;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: StarrySky Strike;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1;
36007;Kirito;[My Life Is Yours];6;Dual Blades;Void;11269;271;4402;2351;3387;SS1: Double Circular|SS2: Final Revolution|SS3: Marriage ForPeace;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1;
36008;Kirito;[Black Sword Integrity Knight];6;Dual Blades;Holy;11105;274;4700;2313;3069;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Flash TwinEdge;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1;
36009;Kirito;[Linking Wills Sword God];6;Dual Blades;Wind;10995;271;4754;2265;3110;SS1: Double Circular|SS2: Final Revolution|SS3: MastaryOf Dualblade;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1|Assist Effect Lv5;
36010;Kirito;[Vr World Fool];6;Dual Blades;Dark;10941;275;4749;2351;3197;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Trump Card Sword Dance;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1;
36011;Kirito;[Hero Rises];6;Dual Blades;Dark;11159;275;4821;2337;3204;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Starbust Reborn;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: LS: Party members' Attack +4% every 10 combos (max.: +20%);Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Stun Lv1|Sls Enhance Lv4|Enhance Ss 3 2 Lv1|Assist Effect Lv5;
36013;Kirito;[Eternal Bond];6;Dual Blades;Void;10984;255;4645;2351;3394;SS1: Double Circular|SS2: Final Revolution|SS3: Crossing Field;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: LS: Attack +15%, MP +5% (Non-elem. in Party);Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Burns Lv1|Sls Enhance Lv4|Enhance Ss 3 2 Lv2|Assist Effect Lv10;
36014;Eugeo;[Black Suited Blue Rose];6;Dual Blades;Void;11214;273;4835;2294;3172;SS1: Double Circular|SS2: Final Revolution|SS3: Starlit Burst;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: LS: Non-elem. Characters' Attack +5% every 10 combos (max.: +20%);Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Burns Lv1|Sls Enhance Lv4|Enhance Ss 3 2 Lv1|Emergency Heal Large Lv1|Assist Effect Lv5;
36015;Kirito;[The World];6;Dual Blades;Holy;11269;273;4821;2316;3242;SS1: Double Circular|SS2: Cygnus Onslaught|SS3: Law of Creation;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: LS: Holy-elem. Characters' Attack +5% every 10 combos (max.: +20%);Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Poison Lv1|Sls Enhance Lv4|Enhance Ss 3 2 Lv2|Assist Effect Lv5;
36016;Eugeo;[Diligent Gentleman];6;Dual Blades;Dark;11159;273;4826;2289;3274;SS1: Double Circular|SS2: Final Revolution|SS3: Diligent Homework;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: LS: Dark-elem. Characters' Attack +5% every 10 combos (max.: +20%);Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Darkness Lv1|Sls Enhance Lv4|Enhance Ss 3 2 Lv1|Assist Effect Lv10;
36018;Kirito;[Floating Castle Hero In Black];6;Dual Blades;Void;11291;273;4853;2279;3194;SS1: Double Circular|SS2: Final Revolution|SS3: Heroic Assault;;;
44001;Rain;[Raindrops Girl];4;Dual Blades;Water;11591;215;3784;1956;2622;SS1: Double Circular|SS2: Final Revolution|SS3: Final Rain;BS1: Crit. Damage +10% (vs. Fire)|BS2: 30+ Combo: Dmg. +10%|BS3: MP & Atk. +10%;Dual Blades Lv5|Skill Damage Lv2|Bs Lv1|Combo Time Lv2;hp: 12293|mp: 215|atk: 4011|def: 2074|crit: 2779
44002;Yuuki;[Celestial Dancer];4;Dual Blades;Dark;9596;224;3666;1729;3375;SS1: Double Circular|SS2: Final Revolution|SS3: Dual Orbit;BS1: Crit. Damage +10% (vs. Holy)|BS2: Combo Window Up|BS3: MP & Atk. +10%;Dual Blades Lv5|Skill Damage Lv2|Bs Lv1|Holy Resistance Lv2|Emergency Mp Lv1;hp: 10176|mp: 224|atk: 3886|def: 1832|crit: 3578
44003;Rain;[Blossom Shower];4;Dual Blades;Earth;9026;235;3694;1776;3283;SS1: Double Circular|SS2: Final Revolution|SS3: Illusional Wreath;BS1: Crit. Damage +10% (vs. Water)|BS2: Auto-Recovery (Standby)|BS3: MP & Atk. +10%;Dual Blades Lv5|Skill Damage Lv2|Bs Lv1|Combo Time Lv1|Bs Lv1;hp: 9572|mp: 235|atk: 3916|def: 1883|crit: 3479
44004;Rain;[Personal Santa];4;Dual Blades;Holy;9026;235;3694;1776;3283;SS1: Double Circular|SS2: Final Revolution|SS3: Sacred Wreath;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP +10%|BS3: Atk. +10%;Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv1|Combo Damage Lv1;hp: 9843|mp: 247|atk: 4360|def: 1936|crit: 3575
45002;Rain;[Cool Drum Beats];5;Dual Blades;Earth;10775;245;4051;2029;3219;SS1: Double Circular|SS2: Final Revolution|SS3: Thousand Cymbals;BS1: Damage Up (vs. Water)|BS2: MP & Atk. +15%|BS3: P-Members' (Earth-elem.) Atk+10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv2|Combo Damage Lv2;
45003;Rain;[Fluttering Petals];5;Dual Blades;Fire;10144;243;4083;2106;3165;SS1: Double Circular|SS2: Final Revolution|SS3: Burning Dahlia;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: P-Members' (Fire-elem.) Atk+10% (P-Leader);Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Critical Up Combo Lv1|Enhance Ss 3 2 Lv1|Sls Enhance Lv4;hp: 10427|mp: 243|atk: 4271|def: 2163|crit: 3255
45004;Yuuki;[Summer Splash];5;Dual Blades;Water;10185;247;4035;2108;3341;SS1: Double Circular|SS2: Final Revolution|SS3: Playful Spalsh;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: P-Members' (Water-elem.) Atk+10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;hp: 10470|mp: 247|atk: 4221|def: 2166|crit: 3436
45005;Rain;[Countless Swords Blessing];5;Dual Blades;Fire;9946;237;4229;2112;2928;SS1: Double Circular|SS2: Final Revolution|SS3: Blazing Rain;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dual Blades Lv5|Combo Time Lv2|Combo Damage Lv2|Emergency Hp Mp Lv2|Leader Skill Lv1;
45006;Rain;[Dolphin Jumper];5;Dual Blades;Wind;10299;247;4035;2058;3071;SS1: Double Circular|SS2: Final Revolution|SS3: Dolphin Fantasia;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: P-Members' (Wind-elem.) Atk+10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Critical With Skill Lv1;
45010;Rain;[A New Journey];5;Dual Blades;Fire;8646;234;2805;1804;2677;SS1: Double Circular|SS2: Final Revolution|SS3: Memory of Graduation;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;hp: 9692|mp: 263|atk: 3820|def: 2021|crit: 2999
45011;Rain;[Rainfall Girl];5;Dual Blades;Dark;12641;242;4051;2132;2854;SS1: Double Circular|SS2: Final Revolution|SS3: Final Rain;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +10%;;
45012;Rain;[Petals Dancing In the Breeze];5;Dual Blades;Holy;10144;243;4083;2106;3165;SS1: Double Circular|SS2: Final Revolution|SS3: Shining Dahlia;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: P-Members' (Holy-elem.) Atk+10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Critical Up Combo Lv1;hp: 0|mp: 0|atk: 0|def: 0|crit: 0
46001;Yuuki;[Susanoo];6;Dual Blades;Water;10765;270;4493;2141;3313;SS1: Double Circular|SS2: Final Revolution|SS3: Yakumo;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +10% (P-Leader);Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Sls Enhance Lv4|Assist Effect Lv5;
46002;Yuuki;[Midnight Dream];6;Dual Blades;Holy;10557;281;4713;2139;3291;SS1: Double Circular|SS2: Final Revolution|SS3: Throw the Pillow;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: P-Members' (Holy-elem.) Atk+10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
46003;Rain;[Tiny Big Sister];6;Dual Blades;Earth;10711;271;4380;2248;3429;SS1: Double Circular|SS2: Final Revolution|SS3: My Handmade Armor;BS1: Crit. Damage +10% (vs. Water)|BS2: MP & Atk. +15%|BS3: P-Members' (Earth-elem.) Atk+10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
46004;Rain;[Dual Wielding Swordsman];6;Dual Blades;Fire;11214;270;4367;2217;3400;SS1: Double Circular|SS2: Final Revolution|SS3: Volcanic spinner;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +10% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
46005;Rain;[Photon Sword Dancing In the Wind];6;Dual Blades;Wind;12363;268;3668;2125;3030;SS1: Double Circular|SS2: Final Revolution|SS3: Bullets Spree;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: 30+ Combo: (Wind-elem. Characters) Attack +15% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
46006;Yuuki;[Mischievous Eternalsummer Warrior];6;Dual Blades;Dark;10875;275;4447;2180;3346;SS1: Double Circular|SS2: Final Revolution|SS3: Helical HellWave;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: 30+ Combo: (Dark-elem. Characters) Attack +15% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Enhance Ss 3 2 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
46008;Ronie;[Woof Woof Swordsman];6;Dual Blades;Fire;9324;254;3108;2008;3310;SS1: Double Circular|SS2: Final Revolution|SS3: Marionette Bomb+;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv2|Combo Damage Lv2|Enhance Ss 3 2 Lv1;
46009;Yuuki;[Shimmering Dancer];6;Dual Blades;Wind;11269;269;4452;2079;3211;SS1: Double Circular|SS2: Final Revolution|SS3: Dancing Edge;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1;
46010;Alice;[A Steamy View];6;Dual Blades;Fire;10919;270;4443;2119;3380;SS1: Double Circular|SS2: Final Revolution|SS3: BurningSword Splash;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dual Blades Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1;
46011;Yuuki;[Integrity Knight Zekken];6;Dual Blades;Void;11061;271;4457;2202;3207;SS1: Double Circular|SS2: Final Revolution|SS3: TwinBlade Universe;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dual Blades Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1|Assist Effect Lv5;
46013;Rain;[Rose Bearing Beauty];6;Dual Blades;Earth;10984;271;4461;2141;3201;SS1: Double Circular|SS2: Final Revolution|SS3: Feast and Beast;BS1: Crit. Damage +10% (vs. Water)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Sword Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 2 Lv1;
